images,label
cocci.522.jpg,Coccidiosis
cocci.1126.jpg,Coccidiosis
healthy.496.jpg,Healthy
pcrcocci.125.jpg,Coccidiosis
pcrsalmo.179.jpg,Salmonella
cocci.1222.jpg,Coccidiosis
pcrhealthy.309.jpg,Healthy
healthy.243.jpg,Healthy
healthy.1916.jpg,Healthy
salmo.2246.jpg,Salmonella
cocci.2060.jpg,Coccidiosis
healthy.1892.jpg,Healthy
ncd.224.jpg,New Castle Disease
ncd.154.jpg,New Castle Disease
healthy.993.jpg,Healthy
cocci.653.jpg,Coccidiosis
healthy.408.jpg,Healthy
ncd.77.jpg,New Castle Disease
pcrsalmo.106.jpg,Salmonella
cocci.1712.jpg,Coccidiosis
salmo.582.jpg,Salmonella
salmo.625.jpg,Salmonella
healthy.367.jpg,Healthy
salmo.1081.jpg,Salmonella
salmo.245.jpg,Salmonella
salmo.1496.jpg,Salmonella
ncd.23.jpg,New Castle Disease
salmo.1416.jpg,Salmonella
healthy.498.jpg,Healthy
salmo.1871.jpg,Salmonella
salmo.1783.jpg,Salmonella
healthy.223.jpg,Healthy
pcrhealthy.98.jpg,Healthy
salmo.406.jpg,Salmonella
healthy.1297.jpg,Healthy
salmo.174.jpg,Salmonella
healthy.561.jpg,Healthy
cocci.1714.jpg,Coccidiosis
cocci.1683.jpg,Coccidiosis
cocci.218.jpg,Coccidiosis
cocci.1734.jpg,Coccidiosis
pcrsalmo.312.jpg,Salmonella
pcrncd.87.jpg,New Castle Disease
salmo.891.jpg,Salmonella
healthy.1943.jpg,Healthy
salmo.201.jpg,Salmonella
healthy.1750.jpg,Healthy
cocci.1805.jpg,Coccidiosis
salmo.1311.jpg,Salmonella
healthy.182.jpg,Healthy
cocci.956.jpg,Coccidiosis
salmo.2252.jpg,Salmonella
salmo.346.jpg,Salmonella
cocci.1528.jpg,Coccidiosis
ncd.68.jpg,New Castle Disease
salmo.2112.jpg,Salmonella
cocci.607.jpg,Coccidiosis
salmo.634.jpg,Salmonella
salmo.254.jpg,Salmonella
pcrhealthy.195.jpg,Healthy
salmo.1118.jpg,Salmonella
healthy.615.jpg,Healthy
salmo.1845.jpg,Salmonella
salmo.1308.jpg,Salmonella
healthy.1093.jpg,Healthy
pcrcocci.131.jpg,Coccidiosis
cocci.356.jpg,Coccidiosis
healthy.480.jpg,Healthy
ncd.246.jpg,New Castle Disease
cocci.946.jpg,Coccidiosis
salmo.1886.jpg,Salmonella
salmo.685.jpg,Salmonella
healthy.394.jpg,Healthy
pcrhealthy.258.jpg,Healthy
healthy.134.jpg,Healthy
salmo.970.jpg,Salmonella
healthy.1391.jpg,Healthy
healthy.448.jpg,Healthy
salmo.1060.jpg,Salmonella
healthy.640.jpg,Healthy
healthy.1605.jpg,Healthy
cocci.1858.jpg,Coccidiosis
healthy.1278.jpg,Healthy
healthy.1573.jpg,Healthy
cocci.1355.jpg,Coccidiosis
salmo.186.jpg,Salmonella
cocci.808.jpg,Coccidiosis
salmo.661.jpg,Salmonella
pcrcocci.40.jpg,Coccidiosis
healthy.517.jpg,Healthy
healthy.1721.jpg,Healthy
healthy.1696.jpg,Healthy
cocci.335.jpg,Coccidiosis
cocci.279.jpg,Coccidiosis
cocci.1502.jpg,Coccidiosis
salmo.2179.jpg,Salmonella
pcrcocci.259.jpg,Coccidiosis
cocci.1673.jpg,Coccidiosis
healthy.1023.jpg,Healthy
healthy.45.jpg,Healthy
healthy.1189.jpg,Healthy
healthy.122.jpg,Healthy
salmo.605.jpg,Salmonella
healthy.1626.jpg,Healthy
cocci.1908.jpg,Coccidiosis
pcrcocci.284.jpg,Coccidiosis
cocci.1947.jpg,Coccidiosis
pcrcocci.350.jpg,Coccidiosis
cocci.348.jpg,Coccidiosis
healthy.1877.jpg,Healthy
salmo.1906.jpg,Salmonella
pcrsalmo.263.jpg,Salmonella
healthy.467.jpg,Healthy
pcrsalmo.146.jpg,Salmonella
pcrsalmo.13.jpg,Salmonella
cocci.1056.jpg,Coccidiosis
cocci.1015.jpg,Coccidiosis
pcrhealthy.211.jpg,Healthy
cocci.212.jpg,Coccidiosis
salmo.523.jpg,Salmonella
cocci.512.jpg,Coccidiosis
cocci.401.jpg,Coccidiosis
cocci.684.jpg,Coccidiosis
pcrncd.2.jpg,New Castle Disease
pcrcocci.83.jpg,Coccidiosis
healthy.1018.jpg,Healthy
salmo.1291.jpg,Salmonella
pcrncd.68.jpg,New Castle Disease
cocci.810.jpg,Coccidiosis
healthy.1796.jpg,Healthy
cocci.1790.jpg,Coccidiosis
healthy.641.jpg,Healthy
salmo.459.jpg,Salmonella
cocci.1727.jpg,Coccidiosis
salmo.1795.jpg,Salmonella
salmo.851.jpg,Salmonella
salmo.360.jpg,Salmonella
healthy.1842.jpg,Healthy
cocci.442.jpg,Coccidiosis
cocci.953.jpg,Coccidiosis
cocci.479.jpg,Coccidiosis
healthy.140.jpg,Healthy
cocci.1533.jpg,Coccidiosis
salmo.1455.jpg,Salmonella
salmo.1279.jpg,Salmonella
salmo.275.jpg,Salmonella
healthy.1623.jpg,Healthy
salmo.1729.jpg,Salmonella
healthy.2052.jpg,Healthy
pcrhealthy.265.jpg,Healthy
healthy.1543.jpg,Healthy
cocci.1958.jpg,Coccidiosis
pcrcocci.343.jpg,Coccidiosis
salmo.339.jpg,Salmonella
healthy.1747.jpg,Healthy
healthy.25.jpg,Healthy
healthy.1735.jpg,Healthy
salmo.136.jpg,Salmonella
cocci.142.jpg,Coccidiosis
cocci.471.jpg,Coccidiosis
salmo.85.jpg,Salmonella
healthy.1624.jpg,Healthy
healthy.125.jpg,Healthy
pcrhealthy.112.jpg,Healthy
healthy.466.jpg,Healthy
salmo.1642.jpg,Salmonella
ncd.209.jpg,New Castle Disease
salmo.434.jpg,Salmonella
salmo.926.jpg,Salmonella
pcrsalmo.187.jpg,Salmonella
pcrhealthy.286.jpg,Healthy
cocci.231.jpg,Coccidiosis
cocci.1840.jpg,Coccidiosis
pcrsalmo.14.jpg,Salmonella
healthy.630.jpg,Healthy
pcrncd.99.jpg,New Castle Disease
healthy.603.jpg,Healthy
salmo.1586.jpg,Salmonella
cocci.1280.jpg,Coccidiosis
salmo.874.jpg,Salmonella
pcrsalmo.244.jpg,Salmonella
ncd.24.jpg,New Castle Disease
pcrsalmo.340.jpg,Salmonella
salmo.709.jpg,Salmonella
healthy.398.jpg,Healthy
cocci.1701.jpg,Coccidiosis
ncd.239.jpg,New Castle Disease
healthy.1859.jpg,Healthy
pcrcocci.231.jpg,Coccidiosis
healthy.1911.jpg,Healthy
pcrcocci.321.jpg,Coccidiosis
healthy.504.jpg,Healthy
healthy.761.jpg,Healthy
salmo.2198.jpg,Salmonella
cocci.782.jpg,Coccidiosis
salmo.774.jpg,Salmonella
salmo.543.jpg,Salmonella
healthy.1467.jpg,Healthy
pcrcocci.71.jpg,Coccidiosis
cocci.2041.jpg,Coccidiosis
healthy.1296.jpg,Healthy
salmo.1229.jpg,Salmonella
pcrsalmo.117.jpg,Salmonella
salmo.2233.jpg,Salmonella
salmo.1958.jpg,Salmonella
healthy.532.jpg,Healthy
healthy.1173.jpg,Healthy
healthy.1762.jpg,Healthy
pcrhealthy.204.jpg,Healthy
cocci.261.jpg,Coccidiosis
cocci.2010.jpg,Coccidiosis
salmo.1655.jpg,Salmonella
healthy.149.jpg,Healthy
cocci.254.jpg,Coccidiosis
healthy.391.jpg,Healthy
salmo.741.jpg,Salmonella
healthy.1784.jpg,Healthy
salmo.267.jpg,Salmonella
salmo.1650.jpg,Salmonella
healthy.769.jpg,Healthy
salmo.641.jpg,Salmonella
pcrhealthy.326.jpg,Healthy
ncd.290.jpg,New Castle Disease
cocci.1531.jpg,Coccidiosis
healthy.692.jpg,Healthy
cocci.1793.jpg,Coccidiosis
healthy.1289.jpg,Healthy
pcrncd.181.jpg,New Castle Disease
pcrsalmo.79.jpg,Salmonella
healthy.204.jpg,Healthy
cocci.1902.jpg,Coccidiosis
salmo.1009.jpg,Salmonella
cocci.735.jpg,Coccidiosis
healthy.1998.jpg,Healthy
pcrhealthy.335.jpg,Healthy
cocci.86.jpg,Coccidiosis
pcrsalmo.296.jpg,Salmonella
pcrsalmo.170.jpg,Salmonella
salmo.1167.jpg,Salmonella
cocci.1791.jpg,Coccidiosis
salmo.1543.jpg,Salmonella
cocci.614.jpg,Coccidiosis
cocci.1454.jpg,Coccidiosis
pcrcocci.133.jpg,Coccidiosis
salmo.379.jpg,Salmonella
healthy.900.jpg,Healthy
healthy.1172.jpg,Healthy
cocci.1869.jpg,Coccidiosis
cocci.1547.jpg,Coccidiosis
cocci.1277.jpg,Coccidiosis
cocci.16.jpg,Coccidiosis
salmo.491.jpg,Salmonella
healthy.1923.jpg,Healthy
cocci.1610.jpg,Coccidiosis
salmo.1991.jpg,Salmonella
cocci.2016.jpg,Coccidiosis
cocci.302.jpg,Coccidiosis
pcrncd.148.jpg,New Castle Disease
pcrsalmo.90.jpg,Salmonella
cocci.1217.jpg,Coccidiosis
salmo.1560.jpg,Salmonella
salmo.2082.jpg,Salmonella
pcrhealthy.78.jpg,Healthy
pcrsalmo.152.jpg,Salmonella
salmo.989.jpg,Salmonella
pcrcocci.31.jpg,Coccidiosis
cocci.507.jpg,Coccidiosis
cocci.796.jpg,Coccidiosis
pcrsalmo.147.jpg,Salmonella
salmo.1173.jpg,Salmonella
pcrcocci.318.jpg,Coccidiosis
healthy.1207.jpg,Healthy
salmo.1885.jpg,Salmonella
salmo.2107.jpg,Salmonella
cocci.1646.jpg,Coccidiosis
ncd.184.jpg,New Castle Disease
cocci.324.jpg,Coccidiosis
healthy.361.jpg,Healthy
salmo.269.jpg,Salmonella
salmo.2223.jpg,Salmonella
cocci.423.jpg,Coccidiosis
pcrncd.105.jpg,New Castle Disease
salmo.159.jpg,Salmonella
healthy.1101.jpg,Healthy
pcrsalmo.27.jpg,Salmonella
pcrcocci.159.jpg,Coccidiosis
healthy.123.jpg,Healthy
cocci.535.jpg,Coccidiosis
cocci.1934.jpg,Coccidiosis
healthy.1299.jpg,Healthy
cocci.1828.jpg,Coccidiosis
salmo.1184.jpg,Salmonella
salmo.642.jpg,Salmonella
cocci.216.jpg,Coccidiosis
pcrncd.0.jpg,New Castle Disease
cocci.210.jpg,Coccidiosis
pcrsalmo.9.jpg,Salmonella
salmo.2024.jpg,Salmonella
cocci.1437.jpg,Coccidiosis
pcrhealthy.72.jpg,Healthy
cocci.510.jpg,Coccidiosis
pcrcocci.49.jpg,Coccidiosis
healthy.312.jpg,Healthy
pcrcocci.118.jpg,Coccidiosis
cocci.1654.jpg,Coccidiosis
cocci.882.jpg,Coccidiosis
healthy.325.jpg,Healthy
healthy.106.jpg,Healthy
pcrsalmo.304.jpg,Salmonella
cocci.990.jpg,Coccidiosis
healthy.585.jpg,Healthy
ncd.35.jpg,New Castle Disease
salmo.893.jpg,Salmonella
cocci.1810.jpg,Coccidiosis
salmo.108.jpg,Salmonella
salmo.1888.jpg,Salmonella
healthy.1704.jpg,Healthy
pcrsalmo.49.jpg,Salmonella
healthy.1868.jpg,Healthy
healthy.357.jpg,Healthy
cocci.219.jpg,Coccidiosis
cocci.859.jpg,Coccidiosis
pcrsalmo.318.jpg,Salmonella
salmo.735.jpg,Salmonella
healthy.785.jpg,Healthy
pcrsalmo.207.jpg,Salmonella
salmo.1424.jpg,Salmonella
pcrsalmo.225.jpg,Salmonella
cocci.190.jpg,Coccidiosis
pcrhealthy.328.jpg,Healthy
cocci.362.jpg,Coccidiosis
salmo.1307.jpg,Salmonella
salmo.1406.jpg,Salmonella
cocci.320.jpg,Coccidiosis
salmo.1659.jpg,Salmonella
healthy.334.jpg,Healthy
ncd.15.jpg,New Castle Disease
cocci.1523.jpg,Coccidiosis
salmo.1095.jpg,Salmonella
healthy.2026.jpg,Healthy
healthy.1612.jpg,Healthy
healthy.776.jpg,Healthy
cocci.1730.jpg,Coccidiosis
salmo.241.jpg,Salmonella
healthy.1700.jpg,Healthy
pcrcocci.147.jpg,Coccidiosis
cocci.7.jpg,Coccidiosis
cocci.387.jpg,Coccidiosis
salmo.1924.jpg,Salmonella
salmo.1454.jpg,Salmonella
salmo.770.jpg,Salmonella
salmo.1948.jpg,Salmonella
salmo.1499.jpg,Salmonella
cocci.318.jpg,Coccidiosis
healthy.89.jpg,Healthy
pcrncd.42.jpg,New Castle Disease
healthy.1292.jpg,Healthy
healthy.1426.jpg,Healthy
healthy.957.jpg,Healthy
cocci.1534.jpg,Coccidiosis
pcrcocci.149.jpg,Coccidiosis
salmo.1161.jpg,Salmonella
cocci.180.jpg,Coccidiosis
salmo.896.jpg,Salmonella
pcrcocci.195.jpg,Coccidiosis
healthy.617.jpg,Healthy
healthy.1513.jpg,Healthy
cocci.1132.jpg,Coccidiosis
cocci.712.jpg,Coccidiosis
salmo.1175.jpg,Salmonella
salmo.1973.jpg,Salmonella
healthy.859.jpg,Healthy
cocci.621.jpg,Coccidiosis
ncd.278.jpg,New Castle Disease
salmo.799.jpg,Salmonella
cocci.1258.jpg,Coccidiosis
cocci.386.jpg,Coccidiosis
cocci.2031.jpg,Coccidiosis
healthy.1542.jpg,Healthy
pcrsalmo.53.jpg,Salmonella
salmo.499.jpg,Salmonella
cocci.424.jpg,Coccidiosis
salmo.2093.jpg,Salmonella
cocci.404.jpg,Coccidiosis
salmo.2268.jpg,Salmonella
pcrncd.36.jpg,New Castle Disease
salmo.839.jpg,Salmonella
salmo.1897.jpg,Salmonella
ncd.244.jpg,New Castle Disease
pcrncd.23.jpg,New Castle Disease
salmo.1678.jpg,Salmonella
healthy.1973.jpg,Healthy
cocci.2007.jpg,Coccidiosis
pcrncd.145.jpg,New Castle Disease
salmo.693.jpg,Salmonella
pcrhealthy.242.jpg,Healthy
cocci.1418.jpg,Coccidiosis
salmo.822.jpg,Salmonella
healthy.1279.jpg,Healthy
salmo.1861.jpg,Salmonella
salmo.974.jpg,Salmonella
cocci.243.jpg,Coccidiosis
cocci.313.jpg,Coccidiosis
healthy.1571.jpg,Healthy
healthy.1817.jpg,Healthy
healthy.411.jpg,Healthy
healthy.259.jpg,Healthy
cocci.857.jpg,Coccidiosis
pcrcocci.175.jpg,Coccidiosis
cocci.503.jpg,Coccidiosis
healthy.1219.jpg,Healthy
salmo.2148.jpg,Salmonella
healthy.620.jpg,Healthy
ncd.214.jpg,New Castle Disease
cocci.342.jpg,Coccidiosis
cocci.464.jpg,Coccidiosis
cocci.285.jpg,Coccidiosis
pcrsalmo.91.jpg,Salmonella
pcrsalmo.272.jpg,Salmonella
salmo.545.jpg,Salmonella
salmo.1158.jpg,Salmonella
salmo.571.jpg,Salmonella
cocci.1074.jpg,Coccidiosis
cocci.1778.jpg,Coccidiosis
healthy.1102.jpg,Healthy
healthy.1640.jpg,Healthy
healthy.57.jpg,Healthy
cocci.1921.jpg,Coccidiosis
cocci.1443.jpg,Coccidiosis
cocci.730.jpg,Coccidiosis
healthy.515.jpg,Healthy
healthy.301.jpg,Healthy
cocci.1144.jpg,Coccidiosis
salmo.745.jpg,Salmonella
pcrhealthy.210.jpg,Healthy
healthy.1496.jpg,Healthy
cocci.1813.jpg,Coccidiosis
cocci.570.jpg,Coccidiosis
salmo.760.jpg,Salmonella
cocci.382.jpg,Coccidiosis
salmo.1855.jpg,Salmonella
healthy.1478.jpg,Healthy
salmo.1798.jpg,Salmonella
salmo.2229.jpg,Salmonella
salmo.2258.jpg,Salmonella
salmo.44.jpg,Salmonella
pcrhealthy.343.jpg,Healthy
salmo.1738.jpg,Salmonella
salmo.1164.jpg,Salmonella
cocci.280.jpg,Coccidiosis
cocci.1992.jpg,Coccidiosis
salmo.943.jpg,Salmonella
healthy.857.jpg,Healthy
salmo.2207.jpg,Salmonella
healthy.1334.jpg,Healthy
pcrcocci.323.jpg,Coccidiosis
cocci.2011.jpg,Coccidiosis
pcrhealthy.70.jpg,Healthy
salmo.2086.jpg,Salmonella
pcrsalmo.334.jpg,Salmonella
healthy.103.jpg,Healthy
pcrhealthy.10.jpg,Healthy
cocci.24.jpg,Coccidiosis
healthy.878.jpg,Healthy
cocci.44.jpg,Coccidiosis
healthy.1344.jpg,Healthy
cocci.620.jpg,Coccidiosis
salmo.429.jpg,Salmonella
pcrhealthy.219.jpg,Healthy
healthy.270.jpg,Healthy
healthy.1828.jpg,Healthy
pcrncd.13.jpg,New Castle Disease
pcrsalmo.323.jpg,Salmonella
salmo.31.jpg,Salmonella
pcrsalmo.70.jpg,Salmonella
healthy.1271.jpg,Healthy
cocci.122.jpg,Coccidiosis
ncd.16.jpg,New Castle Disease
healthy.1821.jpg,Healthy
cocci.1048.jpg,Coccidiosis
pcrsalmo.238.jpg,Salmonella
healthy.1458.jpg,Healthy
healthy.1314.jpg,Healthy
cocci.694.jpg,Coccidiosis
cocci.581.jpg,Coccidiosis
cocci.1100.jpg,Coccidiosis
salmo.467.jpg,Salmonella
pcrhealthy.281.jpg,Healthy
healthy.262.jpg,Healthy
cocci.711.jpg,Coccidiosis
cocci.1780.jpg,Coccidiosis
cocci.568.jpg,Coccidiosis
healthy.1643.jpg,Healthy
healthy.92.jpg,Healthy
healthy.410.jpg,Healthy
salmo.2164.jpg,Salmonella
cocci.5.jpg,Coccidiosis
ncd.99.jpg,New Castle Disease
salmo.1538.jpg,Salmonella
healthy.1306.jpg,Healthy
pcrhealthy.140.jpg,Healthy
healthy.799.jpg,Healthy
healthy.1268.jpg,Healthy
salmo.2027.jpg,Salmonella
cocci.856.jpg,Coccidiosis
pcrncd.94.jpg,New Castle Disease
healthy.794.jpg,Healthy
salmo.262.jpg,Salmonella
healthy.1874.jpg,Healthy
salmo.1038.jpg,Salmonella
cocci.1767.jpg,Coccidiosis
healthy.32.jpg,Healthy
healthy.1159.jpg,Healthy
salmo.1737.jpg,Salmonella
healthy.188.jpg,Healthy
healthy.752.jpg,Healthy
healthy.894.jpg,Healthy
salmo.2181.jpg,Salmonella
healthy.321.jpg,Healthy
healthy.1019.jpg,Healthy
ncd.251.jpg,New Castle Disease
pcrsalmo.118.jpg,Salmonella
salmo.975.jpg,Salmonella
salmo.552.jpg,Salmonella
salmo.117.jpg,Salmonella
healthy.914.jpg,Healthy
healthy.1377.jpg,Healthy
salmo.971.jpg,Salmonella
salmo.2016.jpg,Salmonella
cocci.523.jpg,Coccidiosis
cocci.1272.jpg,Coccidiosis
